date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:29:53	1846/1846	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a3a40c3-736%22	http://glanz.starkethemes.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js	(from http://glanz.starkethemes.com/)
14:29:53	562/562	---M--	200	added ('OK')	application/x-javascript	etag:%225a3a40c3-232%22	http://glanz.starkethemes.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js	(from http://glanz.starkethemes.com/)
14:29:53	2569/2569	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a3a40c3-a09%22	http://glanz.starkethemes.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js	(from http://glanz.starkethemes.com/)
14:29:54	7855/7855	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226078db3f-1eaf%22	http://glanz.starkethemes.com/wp-includes/js/imagesloaded.min.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-includes/js/imagesloaded.min.js	(from http://glanz.starkethemes.com/)
14:29:56	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/My%20Web%20Sites/wedding/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from http://glanz.starkethemes.com/)
14:29:59	242363/242363	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22595dc732-3b2bb%22	http://glanz.starkethemes.com/wp-content/themes/glanztheme/js/glanztheme_library.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-content/themes/glanztheme/js/glanztheme_library.js	(from http://glanz.starkethemes.com/)
14:29:59	7651/7651	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a3a4d16-1de3%22	http://glanz.starkethemes.com/wp-content/plugins/unyson/framework/static/js/fw-form-helpers.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-content/plugins/unyson/framework/static/js/fw-form-helpers.js	(from http://glanz.starkethemes.com/)
14:29:59	2967/2967	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22595dc732-b97%22	http://glanz.starkethemes.com/wp-content/themes/glanztheme/js/navigation.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-content/themes/glanztheme/js/navigation.js	(from http://glanz.starkethemes.com/)
14:29:59	683/683	---M--	200	added ('OK')	application/x-javascript	etag:%22595dc732-2ab%22	http://glanz.starkethemes.com/wp-content/themes/glanztheme/js/skip-link-focus-fix.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-content/themes/glanztheme/js/skip-link-focus-fix.js	(from http://glanz.starkethemes.com/)
14:30:01	22879/22879	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a3a4567-595f%22	http://glanz.starkethemes.com/wp-content/themes/glanztheme/js/glanztheme_script.js	C:/My%20Web%20Sites/wedding/glanz.starkethemes.com/wp-content/themes/glanztheme/js/glanztheme_script.js	(from http://glanz.starkethemes.com/)
